system_name,split,n_clips,pos_rate,threshold_source,tuned_threshold,f1,f1_macro,f1_weighted,balanced_accuracy,precision,recall,auroc,auprc,trivial_f1,trivial_f1_macro,trivial_balanced_accuracy,predictions_path,metrics_json_path,status,regenerated_at
pyannote/usc_sail_age_stratified/12_16m/12_16m,seen_child_test,234,0.6966,val-tuned,0.25,0.8255,0.6183,0.6998,0.612,0.7525,0.9141,0.6395,0.7597,0.8212,0.4106,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/usc_sail_age_stratified/12_16m/12_16m/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/usc_sail_age_stratified/12_16m/12_16m/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
pyannote/usc_sail_age_stratified/34_38m/34_38m,seen_child_test,207,0.8309,val-tuned,0.19,0.9056,0.638,0.8151,0.6167,0.867,0.9477,0.6977,0.8793,0.9077,0.4538,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/usc_sail_age_stratified/34_38m/34_38m/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/usc_sail_age_stratified/34_38m/34_38m/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
pyannote/vbx_age_stratified/12_16m/12_16m,seen_child_test,234,0.6966,val-tuned,0.12,0.8424,0.6312,0.7142,0.6233,0.7561,0.9509,0.7039,0.8078,0.8212,0.4106,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/vbx_age_stratified/12_16m/12_16m/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/vbx_age_stratified/12_16m/12_16m/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
pyannote/vbx_age_stratified/34_38m/34_38m,seen_child_test,207,0.8309,val-tuned,0.14,0.8956,0.5678,0.7848,0.5596,0.849,0.9477,0.5987,0.8676,0.9077,0.4538,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/vbx_age_stratified/34_38m/34_38m/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/vbx_age_stratified/34_38m/34_38m/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
pyannote/vtc_age_stratified/12_16m/12_16m,seen_child_test,234,0.6966,val-tuned,0.18,0.8529,0.7449,0.7874,0.7384,0.8353,0.8712,0.8061,0.8911,0.8212,0.4106,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/vtc_age_stratified/12_16m/12_16m/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/vtc_age_stratified/12_16m/12_16m/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
pyannote/vtc_age_stratified/34_38m/34_38m,seen_child_test,207,0.8309,val-tuned,0.18,0.9159,0.7478,0.8591,0.745,0.9133,0.9186,0.7963,0.9308,0.9077,0.4538,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/vtc_age_stratified/34_38m/34_38m/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/vtc_age_stratified/34_38m/34_38m/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
pyannote/vtc_kchi_age_stratified/12_16m/12_16m,seen_child_test,234,0.6966,val-tuned,0.12,0.8652,0.7883,0.8185,0.7966,0.8846,0.8466,0.8258,0.8967,0.8212,0.4106,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/vtc_kchi_age_stratified/12_16m/12_16m/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/vtc_kchi_age_stratified/12_16m/12_16m/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
pyannote/vtc_kchi_age_stratified/34_38m/34_38m,seen_child_test,207,0.8309,val-tuned,0.145,0.8723,0.7157,0.8193,0.7784,0.9396,0.814,0.8274,0.9493,0.9077,0.4538,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/vtc_kchi_age_stratified/34_38m/34_38m/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/vtc_kchi_age_stratified/34_38m/34_38m/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
pyannote_ecapa_enrollment_runs,seen_child_test,441,0.7596,default-0.5,0.5,0.0575,0.2216,0.1364,0.5008,0.7692,0.0299,0.6784,0.8305,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote_ecapa_enrollment_runs/enroll_test_predictions.csv,,OK,2026-05-13T02:26:58+00:00
pyannote_ecapa_enrollment_runs_cross_child,seen_child_test,496,0.754,default-0.5,0.5,0.0,0.1974,0.0971,0.5,0.0,0.0,0.5,0.754,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote_ecapa_enrollment_runs_cross_child/enroll_test_predictions.csv,,OK,2026-05-13T02:26:58+00:00
pyannote_ecapa_enrollment_runs_kfold3_f0,seen_child_test,795,0.7346,default-0.5,0.5,0.0562,0.2383,0.1528,0.5051,0.8095,0.0291,0.6801,0.8145,0.847,0.4235,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote_ecapa_enrollment_runs_kfold3_f0/enroll_test_predictions.csv,,OK,2026-05-13T02:26:58+00:00
pyannote_ecapa_enrollment_runs_kfold3_f1,seen_child_test,725,0.731,default-0.5,0.5,0.0617,0.2433,0.1594,0.5058,0.8095,0.0321,0.6958,0.8348,0.8446,0.4223,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote_ecapa_enrollment_runs_kfold3_f1/enroll_test_predictions.csv,,OK,2026-05-13T02:26:58+00:00
pyannote_ecapa_enrollment_runs_kfold3_f2,seen_child_test,663,0.7602,default-0.5,0.5,0.0797,0.2363,0.1548,0.5145,0.913,0.0417,0.7044,0.8645,0.8638,0.4319,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote_ecapa_enrollment_runs_kfold3_f2/enroll_test_predictions.csv,,OK,2026-05-13T02:26:58+00:00
sortformer_ecapa_enrollment_runs,seen_child_test,441,0.7596,default-0.5,0.5,0.0743,0.2326,0.1504,0.51,0.8667,0.0388,0.6907,0.8524,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/sortformer_ecapa_enrollment_runs/enroll_test_predictions.csv,,OK,2026-05-13T02:26:58+00:00
sortformer_ecapa_enrollment_runs_cross_child,seen_child_test,496,0.754,default-0.5,0.5,0.0,0.1974,0.0971,0.5,0.0,0.0,0.5,0.754,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/sortformer_ecapa_enrollment_runs_cross_child/enroll_test_predictions.csv,,OK,2026-05-13T02:26:58+00:00
sortformer_ecapa_enrollment_runs_kfold3_f0,seen_child_test,795,0.7346,default-0.5,0.5,0.066,0.2454,0.1612,0.5124,0.9091,0.0342,0.6806,0.8311,0.847,0.4235,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/sortformer_ecapa_enrollment_runs_kfold3_f0/enroll_test_predictions.csv,,OK,2026-05-13T02:26:57+00:00
sortformer_ecapa_enrollment_runs_kfold3_f1,seen_child_test,725,0.731,default-0.5,0.5,0.0826,0.2552,0.1754,0.5114,0.8519,0.0434,0.6714,0.83,0.8446,0.4223,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/sortformer_ecapa_enrollment_runs_kfold3_f1/enroll_test_predictions.csv,,OK,2026-05-13T02:26:58+00:00
sortformer_ecapa_enrollment_runs_kfold3_f2,seen_child_test,663,0.7602,default-0.5,0.5,0.0976,0.2455,0.1685,0.5164,0.8966,0.0516,0.6854,0.8495,0.8638,0.4319,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/sortformer_ecapa_enrollment_runs_kfold3_f2/enroll_test_predictions.csv,,OK,2026-05-13T02:26:53+00:00
synth_results/augmentation_experiments/default_14_18mo/ratio_0.5x,seen_child_test,441,0.7596,default-0.5,0.5,0.3671,0.4037,0.3847,0.5993,0.962,0.2269,0.826,0.9228,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/augmentation_experiments/default_14_18mo/ratio_0.5x/enroll_test_predictions.csv,,OK,2026-05-13T02:26:57+00:00
synth_results/augmentation_experiments/default_14_18mo/ratio_0x,seen_child_test,441,0.7596,default-0.5,0.5,0.3671,0.4037,0.3847,0.5993,0.962,0.2269,0.826,0.9228,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/augmentation_experiments/default_14_18mo/ratio_0x/enroll_test_predictions.csv,,OK,2026-05-13T02:26:57+00:00
synth_results/augmentation_experiments/default_14_18mo/ratio_10x,seen_child_test,441,0.7596,default-0.5,0.5,0.3671,0.4037,0.3847,0.5993,0.962,0.2269,0.826,0.9228,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/augmentation_experiments/default_14_18mo/ratio_10x/enroll_test_predictions.csv,,OK,2026-05-13T02:26:57+00:00
synth_results/augmentation_experiments/default_14_18mo/ratio_1x,seen_child_test,441,0.7596,default-0.5,0.5,0.3671,0.4037,0.3847,0.5993,0.962,0.2269,0.826,0.9228,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/augmentation_experiments/default_14_18mo/ratio_1x/enroll_test_predictions.csv,,OK,2026-05-13T02:26:57+00:00
synth_results/augmentation_experiments/default_14_18mo/ratio_2x,seen_child_test,441,0.7596,default-0.5,0.5,0.3671,0.4037,0.3847,0.5993,0.962,0.2269,0.826,0.9228,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/augmentation_experiments/default_14_18mo/ratio_2x/enroll_test_predictions.csv,,OK,2026-05-13T02:26:57+00:00
synth_results/augmentation_experiments/default_14_18mo/ratio_5x,seen_child_test,441,0.7596,default-0.5,0.5,0.3671,0.4037,0.3847,0.5993,0.962,0.2269,0.826,0.9228,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/augmentation_experiments/default_14_18mo/ratio_5x/enroll_test_predictions.csv,,OK,2026-05-13T02:26:57+00:00
usc_sail_ecapa_enrollment_runs_kfold3_f0,seen_child_test,795,0.7346,default-0.5,0.5,0.4201,0.4465,0.4341,0.603,0.9191,0.2723,0.8484,0.8938,0.847,0.4235,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/usc_sail_ecapa_enrollment_runs_kfold3_f0/enroll_test_predictions.csv,,OK,2026-05-13T02:26:58+00:00
usc_sail_ecapa_enrollment_runs_kfold3_f1,seen_child_test,725,0.731,default-0.5,0.5,0.439,0.4599,0.4502,0.6084,0.9162,0.2887,0.8391,0.8991,0.8446,0.4223,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/usc_sail_ecapa_enrollment_runs_kfold3_f1/enroll_test_predictions.csv,,OK,2026-05-13T02:26:58+00:00
usc_sail_ecapa_enrollment_runs_kfold3_f2,seen_child_test,663,0.7602,default-0.5,0.5,0.4327,0.4344,0.4335,0.5978,0.9108,0.2837,0.8237,0.9019,0.8638,0.4319,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/usc_sail_ecapa_enrollment_runs_kfold3_f2/enroll_test_predictions.csv,,OK,2026-05-13T02:26:58+00:00
vbx_ecapa_enrollment_runs,seen_child_test,441,0.7596,default-0.5,0.5,0.4893,0.4586,0.4745,0.59,0.8702,0.3403,0.6747,0.841,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/vbx_ecapa_enrollment_runs/enroll_test_predictions.csv,,OK,2026-05-13T02:26:58+00:00
vbx_ecapa_enrollment_runs_kfold3_f0,seen_child_test,795,0.7346,default-0.5,0.5,0.4278,0.4412,0.4349,0.5805,0.8646,0.2842,0.6914,0.8382,0.847,0.4235,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/vbx_ecapa_enrollment_runs_kfold3_f0/enroll_test_predictions.csv,,OK,2026-05-13T02:26:58+00:00
vbx_ecapa_enrollment_runs_kfold3_f1,seen_child_test,725,0.731,default-0.5,0.5,0.4905,0.4812,0.4855,0.6015,0.8702,0.3415,0.711,0.8445,0.8446,0.4223,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/vbx_ecapa_enrollment_runs_kfold3_f1/enroll_test_predictions.csv,,OK,2026-05-13T02:26:58+00:00
vbx_ecapa_enrollment_runs_kfold3_f2,seen_child_test,663,0.7602,default-0.5,0.5,0.4906,0.4665,0.479,0.6089,0.8995,0.3373,0.7172,0.8833,0.8638,0.4319,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/vbx_ecapa_enrollment_runs_kfold3_f2/enroll_test_predictions.csv,,OK,2026-05-13T02:26:58+00:00
video_asd_ecapa_enrollment_runs/loconet_ecapa,seen_child_test,441,0.7596,default-0.5,0.5,0.0,0.1938,0.0932,0.5,0.0,0.0,0.5,0.7596,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/video_asd_ecapa_enrollment_runs/loconet_ecapa/enroll_test_predictions.csv,,OK,2026-05-13T02:26:58+00:00
video_asd_ecapa_enrollment_runs/talknet_asd,seen_child_test,441,0.7596,default-0.5,0.5,0.0119,0.2004,0.1025,0.503,1.0,0.006,0.5685,0.7861,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/video_asd_ecapa_enrollment_runs/talknet_asd/enroll_test_predictions.csv,,OK,2026-05-13T02:26:58+00:00
video_finetuned_talknet_runs,seen_child_test,441,0.7596,val-tuned,0.01,0.8634,0.4317,0.6559,0.5,0.7596,1.0,0.5234,0.7634,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/video_finetuned_talknet_runs/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/video_finetuned_talknet_runs/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
vtc_ecapa_enrollment_runs,seen_child_test,441,0.7596,default-0.5,0.5,0.424,0.433,0.4283,0.6043,0.9293,0.2746,0.8125,0.914,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/vtc_ecapa_enrollment_runs/enroll_test_predictions.csv,,OK,2026-05-13T02:26:58+00:00
vtc_ecapa_enrollment_runs_cross_child,seen_child_test,496,0.754,default-0.5,0.5,0.0,0.1974,0.0971,0.5,0.0,0.0,0.5,0.754,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/vtc_ecapa_enrollment_runs_cross_child/enroll_test_predictions.csv,,OK,2026-05-13T02:26:58+00:00
vtc_ecapa_enrollment_runs_kfold3_f0,seen_child_test,795,0.7346,default-0.5,0.5,0.3467,0.4024,0.3763,0.5786,0.9124,0.214,0.8234,0.8976,0.847,0.4235,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/vtc_ecapa_enrollment_runs_kfold3_f0/enroll_test_predictions.csv,,OK,2026-05-13T02:26:54+00:00
vtc_ecapa_enrollment_runs_kfold3_f1,seen_child_test,725,0.731,default-0.5,0.5,0.3851,0.4284,0.4084,0.5935,0.9214,0.2434,0.8077,0.8898,0.8446,0.4223,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/vtc_ecapa_enrollment_runs_kfold3_f1/enroll_test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
vtc_ecapa_enrollment_runs_kfold3_f2,seen_child_test,663,0.7602,default-0.5,0.5,0.3728,0.4,0.3859,0.5825,0.9147,0.2341,0.8021,0.9001,0.8638,0.4319,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/vtc_ecapa_enrollment_runs_kfold3_f2/enroll_test_predictions.csv,,OK,2026-05-13T02:26:54+00:00
vtc_kchi_ecapa_enrollment_runs,seen_child_test,441,0.7596,default-0.5,0.5,0.3671,0.4037,0.3847,0.5993,0.962,0.2269,0.826,0.9228,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/vtc_kchi_ecapa_enrollment_runs/enroll_test_predictions.csv,,OK,2026-05-13T02:26:56+00:00
vtc_kchi_ecapa_enrollment_runs_cross_child,seen_child_test,496,0.754,default-0.5,0.5,0.0,0.1974,0.0971,0.5,0.0,0.0,0.5,0.754,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/vtc_kchi_ecapa_enrollment_runs_cross_child/enroll_test_predictions.csv,,OK,2026-05-13T02:26:58+00:00
vtc_kchi_ecapa_enrollment_runs_kfold3_f0,seen_child_test,795,0.7346,default-0.5,0.5,0.3206,0.3897,0.3572,0.5778,0.9339,0.1935,0.8485,0.9105,0.847,0.4235,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/vtc_kchi_ecapa_enrollment_runs_kfold3_f0/enroll_test_predictions.csv,,OK,2026-05-13T02:26:57+00:00
vtc_kchi_ecapa_enrollment_runs_kfold3_f1,seen_child_test,725,0.731,default-0.5,0.5,0.3359,0.4034,0.3722,0.5891,0.9558,0.2038,0.8269,0.9041,0.8446,0.4223,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/vtc_kchi_ecapa_enrollment_runs_kfold3_f1/enroll_test_predictions.csv,,OK,2026-05-13T02:26:57+00:00
vtc_kchi_ecapa_enrollment_runs_kfold3_f2,seen_child_test,663,0.7602,default-0.5,0.5,0.3005,0.3621,0.33,0.5736,0.9474,0.1786,0.8398,0.9196,0.8638,0.4319,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/vtc_kchi_ecapa_enrollment_runs_kfold3_f2/enroll_test_predictions.csv,,OK,2026-05-13T02:26:58+00:00
whisper-modeling/usc_sail_enrollment_runs,seen_child_test,441,0.7596,default-0.5,0.5,0.4545,0.4273,0.4414,0.5529,0.8268,0.3134,0.6581,0.8125,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/whisper-modeling/usc_sail_enrollment_runs/enroll_test_predictions.csv,,OK,2026-05-13T02:26:53+00:00
