filename,audio_duration_sec,vtc_sec,babar_sec,n_utterances
default_14_18mo_42_001549__b98afbfa71035a436c4cb494d87914e2.wav,30.0,0.24,0.18,2.0
default_14_18mo_42_001550__9304cfe7f1932f3fa7dcb43ce3d4e6ea.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001551__cb1fba59af2c96869eff22a908a061e6.wav,30.0,0.24,0.17,1.0
default_14_18mo_42_001552__c3859606feb557cc9624b1559e340922.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001553__065e9058da7cafef8dceb59c7dd77803.wav,30.0,0.24,0.18,1.0
default_14_18mo_42_001554__611d25611631d642444e01113b64aeac.wav,30.0,0.24,,
default_14_18mo_42_001555__aa20b6ffbc0728e428fdc24f8407bd11.wav,30.0,0.24,0.19,2.0
default_14_18mo_42_001556__f371e780fa1f9f2f1cdc012351085374.wav,30.0,0.24,0.19,1.0
default_14_18mo_42_001557__016ba5dd1ee4cd5d9af7b7b70e4e5cd8.wav,30.0,0.24,,
default_14_18mo_42_001558__fe0f4d93585634c836d6488a0feabe00.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001559__4de50f4a5bc9f4f22642d4b919cb0b3c.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001560__72c65e57c71ef253f932fcf08789a617.wav,30.0,0.24,,
default_14_18mo_42_001561__9831b01091c0f6b6727a58a55b3844da.wav,30.0,0.24,0.19,3.0
default_14_18mo_42_001562__d8cbbb2a13dcee8af04e96e5a09cf186.wav,30.0,0.24,,
default_14_18mo_42_001563__6ff48d072b96c28194ce0b09f850f643.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001564__6e8587153f3098304e8122251227db69.wav,30.0,0.24,0.2,1.0
default_14_18mo_42_001565__bcca973528e2fbebbaa0388f65960d2a.wav,30.0,0.24,0.2,2.0
default_14_18mo_42_001566__4e14e2f75a8b7b2b2d85b37dab77e542.wav,30.0,0.24,0.19,2.0
default_14_18mo_42_001567__3cd11b57804ac0f206a9e12d66089436.wav,30.0,0.24,0.19,2.0
default_14_18mo_42_001568__27fc0958855581fcfbf3770a63de4a8e.wav,30.0,0.24,0.19,1.0
default_14_18mo_42_001569__bc52094a5e3fae21cbcf8245a76b7ca0.wav,30.0,0.24,0.21,3.0
default_14_18mo_42_001570__d9c7294639fdaa8334d7da5fb2b8c39f.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001571__b665b576c7472675a2bbdab057f9b20d.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001572__888afca6ecba505e48220a6cd51b78f7.wav,30.0,0.24,0.23,2.0
default_14_18mo_42_001573__604f7f011606713c37ee420ac4471e7c.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001574__54c0d85b95745b6ba340c363011411e3.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001575__3523dd25a015c8607df52923f90fd10a.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001576__f0750ad8403af7af129cf43aa18c55da.wav,30.0,0.24,,
default_14_18mo_42_001577__424e014281d019eda922a39230374a91.wav,30.0,0.24,,
default_14_18mo_42_001578__1572166b33c9663d8aa35d9b855bd156.wav,30.0,0.24,0.22,2.0
default_14_18mo_42_001579__d0308017ae4c2ce8791a6283ad4dfe7b.wav,30.0,0.24,0.19,1.0
default_14_18mo_42_001580__af02eb6e4906714d2c53362db04bb22d.wav,30.0,0.24,0.21,2.0
default_14_18mo_42_001581__2228048fc98a613c394d9678704bff94.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001582__c371479e5abca67f60030137423700f5.wav,30.0,0.24,0.22,1.0
default_14_18mo_42_001583__62980a0a6f7c9b1b6fae2650c5205bd8.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001584__24b9f629ca7799d803509b36457ff860.wav,30.0,0.24,0.24,2.0
default_14_18mo_42_001585__47828e7df761235766af095bf654c39a.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001586__85a65a67f008bf0bb50955d5472fadca.wav,30.0,0.24,0.24,4.0
default_14_18mo_42_001587__39f7486a4fd63fe6caca3346d1baa456.wav,30.0,0.24,0.24,2.0
default_14_18mo_42_001588__2db8376518d9ffcda40cd8c5afbc5473.wav,30.0,0.24,0.24,4.0
default_14_18mo_42_001589__70cf91b38529a2113363c7ce24661f9a.wav,30.0,0.24,0.22,1.0
default_14_18mo_42_001590__000b765ff6e5bfe2f98e34476999f17f.wav,30.0,0.24,0.21,1.0
default_14_18mo_42_001591__eeba35095ab51975ee9dc26589f6c97d.wav,30.0,0.24,,
default_14_18mo_42_001592__836b13e1efd5afbd4d37ff3adc0045ed.wav,30.0,0.24,0.23,1.0
default_14_18mo_42_001593__e520340dbfff9379eab64e677f734bab.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001594__c7b67a289d3b9d89296ee34a99f819d1.wav,30.0,0.24,0.23,1.0
default_14_18mo_42_001595__7d62ba77f263cb96d68d2c65c3368453.wav,30.0,0.24,0.23,3.0
default_14_18mo_42_001596__14ecf17eff71902096053a72336c1159.wav,30.0,0.24,,
default_14_18mo_42_001597__213de49ad7baecf72b4df884f86158a2.wav,30.0,0.24,0.21,1.0
default_14_18mo_42_001599__ac9f198b1e0778601d9770085171ec3d.wav,30.0,0.24,,
default_14_18mo_42_001600__bafca093a7fdd6be49435a26e066cb75.wav,30.0,0.24,0.27,1.0
default_14_18mo_42_001601__f9e36df670f9df891f8bb5fe8369ed6f.wav,30.0,0.24,0.29,5.0
default_14_18mo_42_001602__656665617f49d2c64d5620e41394249c.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001603__b114cf9d3bab86498f076e1a4d1f85dd.wav,30.0,0.24,0.33,8.0
default_14_18mo_42_001604__3fd5766f019c6b704ce295608e59852f.wav,30.0,0.24,0.27,2.0
default_14_18mo_42_001605__f606fe14ff1d7105e8b431a9653c4901.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001606__bba7cfab89518882e0dc888afe054316.wav,30.0,0.24,0.26,1.0
default_14_18mo_42_001607__5cea1812ced21e5f4f166085ac1776b4.wav,30.0,0.24,0.28,4.0
default_14_18mo_42_001608__c9e542c51cd7bd17eceb72fd4461b501.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001609__201381cc7b73d6b47750eba21d537544.wav,30.0,0.24,0.27,2.0
default_14_18mo_42_001610__177f4ed02e5e2888f7caffe44f6dcfbe.wav,30.0,0.24,0.27,2.0
default_14_18mo_42_001611__fdffdb6eea6cd125a335e14aa5ef25aa.wav,30.0,0.24,0.27,4.0
default_14_18mo_42_001612__8a603297580abbf4456dd9d69880114e.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001613__7cbc4a51ec0320845efc16815b2d022b.wav,30.0,0.24,0.27,1.0
default_14_18mo_42_001614__668ba75278971d91ef7bced272f5cb92.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001615__326699cf2f19a8f4ea39325ce4f1df88.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001616__94433fee0fbf573d5e0cfcd05e017de4.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001617__639bb73d07a4636e3350a49c72ad4a44.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001619__92ab0cc9eace3990c1ea513f86f22e57.wav,30.0,0.24,0.27,2.0
default_14_18mo_42_001620__68d582643ef464bd936bae86b4447350.wav,30.0,0.24,0.27,1.0
default_14_18mo_42_001621__52038cef237a0891c924b7fe2b271d7d.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001622__a9242d75f959781fd6208593723bbaa1.wav,30.0,0.24,,
default_14_18mo_42_001623__ec07937e2ac25aab71237ae4f0277886.wav,30.0,0.24,,
default_14_18mo_42_001624__553684bf324652888e0504ab77fae4b1.wav,30.0,0.24,0.27,3.0
default_14_18mo_42_001625__6af2c14dcaf629547da6120f58da86a0.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001626__24fe2121a9004b2f5e61b3dfbeb655f7.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001627__869a9ed77fead6445704320f5e3ced64.wav,30.0,0.24,0.25,2.0
default_14_18mo_42_001628__e1bed2f84939ddaed9a04042ee7d61e0.wav,30.0,0.24,0.25,2.0
default_14_18mo_42_001629__37300c19d20ad0cb818e96fdfba5f1c4.wav,30.0,0.24,0.22,3.0
default_14_18mo_42_001631__de29c8fa92b92f49029de412deb2b6f5.wav,30.0,0.24,0.21,2.0
default_14_18mo_42_001632__030e1018350085878ccc946d8c0832ac.wav,30.0,0.24,0.19,2.0
default_14_18mo_42_001633__f74c32af7c57d67adb0f3d13f1a2d2c9.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001634__f3d1ce0394d1564d47cf456e36646cc2.wav,30.0,0.24,0.21,2.0
default_14_18mo_42_001635__a296a451b4073335b74e5dca11d34a7c.wav,30.0,0.24,0.23,1.0
default_14_18mo_42_001636__afebc1336a0c175933de4dc87f9ddb57.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001637__a164b2e8928f41a7c1e0568289bbf55c.wav,30.0,0.24,0.23,3.0
default_14_18mo_42_001638__5f0f0e8735b28ad5f3923957b2fb4be8.wav,30.0,0.24,0.22,1.0
default_14_18mo_42_001639__741e7d909c3e524837663dbd62af6d57.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001640__4577c34ecf3f147f5e21de557263f3c7.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001641__0fa8d37501ec9ca2e0de6af568b31cc2.wav,30.0,0.24,0.26,2.0
default_14_18mo_42_001642__7d53fef5d6a7597a81cef68911f23850.wav,30.0,0.24,,
default_14_18mo_42_001643__54e67fee215a7e333b4554941b59fcb6.wav,30.0,0.24,0.24,1.0
default_14_18mo_42_001644__4e03a0f73ab98aa87a9b8457ecc8165a.wav,30.0,0.24,0.26,5.0
default_14_18mo_42_001645__dc6b6cf2ae4bed6dda5ede17254e2689.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001646__7b9d85d093bf1ad6cd1002e6579dbd1f.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001647__398df47a1268dc4f75bb6edd26c010fb.wav,30.0,0.24,0.26,1.0
default_14_18mo_42_001648__2280df304f4cde1f97111b3a1536acd3.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001649__0bc90b206b2476d3c7a74eeac2a1b6f6.wav,30.0,0.24,0.2,1.0
default_14_18mo_42_001650__7d6aadf613667c373f49f8c17716c03a.wav,30.0,0.24,0.22,2.0
default_14_18mo_42_001652__3e8c3c0c3648af31ed0c55dee23f7aec.wav,30.0,0.24,0.18,1.0
default_14_18mo_42_001653__1f0d997ac84620f9d837779ac3fba504.wav,30.0,0.24,0.2,3.0
default_14_18mo_42_001655__d1fda7d2f8832ff7fceaf50de07ffb15.wav,30.0,0.24,0.2,3.0
default_14_18mo_42_001656__bbc7acd0e0cdbf63ebd042a2c78abea1.wav,30.0,0.24,0.19,3.0
default_14_18mo_42_001657__0b45a5708ddda5494ffa41e201224a49.wav,30.0,0.24,0.23,1.0
default_14_18mo_42_001659__c9fb7ec36c68a21c41d65da28470b526.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001660__d346222d612ee0063b084b761be04d6f.wav,30.0,0.24,0.25,1.0
default_14_18mo_42_001661__797389ee04cc57c92fa750a01e7a8050.wav,30.0,0.24,,
default_14_18mo_42_001662__6f62f5c3db69ce75f20e5e36a34d208b.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001663__195ebc83b75a3fa5ecfe8dd642b83f09.wav,30.0,0.24,0.3,3.0
default_14_18mo_42_001664__2d6152cc119fd735a8de0bc367054cb6.wav,30.0,0.24,0.32,3.0
default_14_18mo_42_001665__089f5a261bad1ec6f1c12daa21d61040.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001666__78802a2ec03759cf79132e742cb0cbc1.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001668__d090ac272e24ab9ae83231459f31adbd.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001669__ab17f233f2b51f5db966ff68de3a71b9.wav,30.0,0.24,0.28,4.0
default_14_18mo_42_001670__5b4d7e345f92d70854c25b7b611179a5.wav,30.0,0.24,0.25,2.0
default_14_18mo_42_001671__d885cebc6cbbe090e81d51bb0a5a7a16.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001672__3b83835c6289991c67d59abda46e8767.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001673__0423ae71eafb4a12300c43bd78da7640.wav,30.0,0.24,0.26,4.0
default_14_18mo_42_001674__b92c6ee0f3eb119cdf9da8a09c58bcf3.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001675__acb5d6ed8807d21baac53c3df72b78a0.wav,30.0,0.24,0.25,4.0
default_14_18mo_42_001676__39605485b43d163f9acf52582c8f01ee.wav,30.0,0.24,0.24,1.0
default_14_18mo_42_001677__4cab67759fe1688cf05b040f1183aa16.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001678__f5dd024899772f52098a47548620e185.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001679__b07c7f1f747328575634f6d80db6fcf9.wav,30.0,0.24,0.25,3.0
default_14_18mo_42_001680__798a91da174b5cdf0b7021b8d3203b0e.wav,30.0,0.24,0.22,1.0
default_14_18mo_42_001681__d049bc5f984801303eaf85fd0b5a39e4.wav,30.0,0.24,0.24,3.0
default_14_18mo_42_001682__b47ffe8d3d5d6ab4ef9bbde3a2997d5b.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001683__3e9101049113726a7f5b056599331006.wav,30.0,0.24,0.23,5.0
default_14_18mo_42_001684__65bd3ad6c03da8688e2cccd167aa074c.wav,30.0,0.24,0.2,2.0
default_14_18mo_42_001685__b0827db915433bd93c58b9e04da30c9f.wav,30.0,0.24,0.19,2.0
default_14_18mo_42_001686__c645e6357f67c08f906a9f2789ac3b7c.wav,30.0,0.24,0.2,3.0
default_14_18mo_42_001687__04d41aa2b91303ece2c60fb998143508.wav,30.0,0.24,0.18,3.0
default_14_18mo_42_001690__130b8ca0745a9843ea41809f354bb9eb.wav,30.0,0.24,0.21,2.0
default_14_18mo_42_001691__a8e357097810adce7f494d547dc4ea7a.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001692__203d301f6714503406e6a5612b37ae82.wav,30.0,0.24,0.25,1.0
default_14_18mo_42_001693__2f7943b307b6805f5090253787a9b4b9.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001694__4c09e81274f167d7bdc5c00fd54b224a.wav,30.0,0.24,0.24,1.0
default_14_18mo_42_001695__634bc0ce05f2ac6888a920c942f303fc.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001696__6acc05b006deaeaa08d02db548275a50.wav,30.0,0.24,0.29,3.0
default_14_18mo_42_001697__4c682d3cce6d2392ae1e348b7217465d.wav,30.0,0.24,0.31,5.0
default_14_18mo_42_001699__b0d242d6db4cfdf825119c1eef464e21.wav,30.0,0.24,,
default_14_18mo_42_001700__74403ea1a6e7e142971bd52d10e035b6.wav,30.0,0.24,0.28,2.0
default_14_18mo_42_001701__d65897781527e6a0180ee0e54b91adf6.wav,30.0,0.24,0.25,1.0
default_14_18mo_42_001702__476ac652010233ed41b371b7ef041266.wav,30.0,0.24,0.28,3.0
default_14_18mo_42_001703__cb4fda80851d33638125e5b8bb9c5aa1.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001704__2f1d8390fb93b3217453b72036a955dd.wav,30.0,0.24,,
default_14_18mo_42_001705__6afbc732b092164e5beef3de82033c83.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001706__4d4b56591a85a3628650264eac676839.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001707__eeae0a76b195bcc8cfa6119662f96fc2.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001708__ba30c3be40d234ece31ef6ccb05589b7.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001709__5d351c949982dcaf7ccd6eb0607134ae.wav,30.0,0.24,0.27,2.0
default_14_18mo_42_001710__67b9bdd4a296e80330147a69cffa251e.wav,30.0,0.24,0.27,1.0
default_14_18mo_42_001711__263834f575c826b3ed76e09711e5c6fe.wav,30.0,0.24,0.26,2.0
default_14_18mo_42_001712__e74af1c1da7b4baa855ee39cdc7d7b42.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001713__b23987bc60d26ee305ed23bd66d506d9.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001714__75d1defc968e420b6090992e61fa59ed.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001715__a6fb3862b1d96ca56c81d8db6e30258f.wav,30.0,0.24,0.29,2.0
default_14_18mo_42_001716__527c3e6d41ee7787fd4657d5aa78fac6.wav,30.0,0.24,0.28,4.0
default_14_18mo_42_001717__79046fc8be2d5ca4a57271bf134b7b09.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001718__00ef15c10133fe89d2cf51e9683123d8.wav,30.0,0.24,0.27,3.0
default_14_18mo_42_001719__2f538839d990314faeb2979b6d50bc9c.wav,30.0,0.24,0.31,6.0
default_14_18mo_42_001720__1d7f937805cb3e27f2e04738c63fc1e6.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001722__96e2123ca3de53388d9e2585432bf283.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001723__ceae803309c2c1f46379b88f5e71953e.wav,30.0,0.24,0.27,3.0
default_14_18mo_42_001724__9c4bce9f104b31cc0f6eed358b7e937a.wav,30.0,0.24,0.27,3.0
default_14_18mo_42_001725__a9ad2ed5f7c20ca9391f5726586e4945.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001726__61806d3469cb2227119580c28fb3dbb5.wav,30.0,0.24,0.27,4.0
default_14_18mo_42_001727__5186fa8a71f0be07e9793c7c80d814ea.wav,30.0,0.24,0.29,5.0
default_14_18mo_42_001728__a29cebd33e9a102a9a01d5a32f1d48b3.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001729__a95369701c259ae13d57cd74dec428ee.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001730__06b124f75868b23c8cf0d4c3a4c5cdd5.wav,30.0,0.24,0.28,2.0
default_14_18mo_42_001731__1174760f62a8b92ba843d75d1ae9b48d.wav,30.0,0.24,0.28,1.0
default_14_18mo_42_001732__ed3f3bc6e42bf31ecb5e14c800c487bd.wav,30.0,0.24,0.29,2.0
default_14_18mo_42_001733__665d9aa362acb945883276003acba492.wav,30.0,0.24,0.29,1.0
default_14_18mo_42_001734__429bb9eb6b972d9e4fbbef30d3bd54d5.wav,30.0,0.24,0.3,3.0
default_14_18mo_42_001735__49ea62b413a6ce497451492c733bb210.wav,30.0,0.24,0.27,1.0
default_14_18mo_42_001736__b675e6814ee4904685e3d5c3a08dfb18.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001738__919be297f5d420b1769d919f32a9ffcf.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001739__ada4a8df6216565f90a9f849e59af290.wav,30.0,0.24,0.29,3.0
default_14_18mo_42_001740__8520314257b9629f33f82be297dc0235.wav,30.0,0.24,0.26,1.0
default_14_18mo_42_001741__f6ca32909f8087667b34f6bc5b743c84.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001742__a1383e2f1ecac4545657a24dced1da33.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001743__d4284dedf2ace7bf322d4d928a073891.wav,30.0,0.24,0.28,1.0
default_14_18mo_42_001745__71a823c382600f7f7dacebb7292bb2b2.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001746__90a2fc5a10454c8365c3546f5f045750.wav,30.0,0.24,0.28,1.0
default_14_18mo_42_001747__17294bb9b3b9fb543bfb60f13e761ee0.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001748__906741d7e40dd57eac05ae1adcb318bd.wav,30.0,0.24,0.27,2.0
default_14_18mo_42_001749__d47425b68702ac3b6832b1d0134e4d5e.wav,30.0,0.24,0.29,3.0
default_14_18mo_42_001750__078c64d36b542518b68c799dc247affd.wav,30.0,0.24,0.28,2.0
default_14_18mo_42_001751__945335036f0ba6390c6ea9b0b0ac86bd.wav,30.0,0.24,0.28,3.0
default_14_18mo_42_001752__08864a69bb62178aa43b50c2d0d1aecf.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001753__4ad050025876d329bd606e5f98648fec.wav,30.0,0.24,0.27,1.0
default_14_18mo_42_001754__f9f4a383c18004afd02667e36e24e422.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001755__dabd8b3ec7f684a4bf3846f2dee00291.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001756__fb0347c2c2a49858f0c4eeedc4ef088c.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001757__2f76e7b1e4b9e3380f66f194a4520359.wav,30.0,0.24,0.29,1.0
default_14_18mo_42_001758__8243ea495b1619e99980526a716641ff.wav,30.0,0.24,0.28,1.0
default_14_18mo_42_001759__0b387035bf0668f79a3bd8952ba9a4c8.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001760__4a0a86d74035cfd72805259e39311d90.wav,30.0,0.24,,
default_14_18mo_42_001761__754bbba9da6d27be57315959d849f083.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001762__1559f4f23964a6ef9c4e540e7ee35a3a.wav,30.0,0.24,0.29,4.0
default_14_18mo_42_001763__a1d7a2fc5c76ee404c28698dbdd3d517.wav,30.0,0.24,0.29,1.0
default_14_18mo_42_001764__de533479eca069c294ba9be312901788.wav,30.0,0.24,0.28,1.0
default_14_18mo_42_001765__c8b1b5ee7836e6f586ee02f755272a9a.wav,30.0,0.24,0.3,2.0
default_14_18mo_42_001766__e44c431a9a6f464a0a10c36457e7f098.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001767__c346bd4293ebb496752596a545a498e9.wav,30.0,0.24,,
default_14_18mo_42_001768__0519687fdd90b47a0134589f92328c80.wav,30.0,0.24,,
default_14_18mo_42_001769__13b5cf72dac102755f926a5fdb0f4da5.wav,30.0,0.24,0.28,3.0
default_14_18mo_42_001770__2b7a95d68760b0313a944428b75904b0.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001771__397fc4820b9ed1c0aad1b0818305d730.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001772__248eba223bee2e7d52c990d6b2f93a97.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001773__f18699be0c50a67d1a97629bdc5a60ed.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001774__17925c75e4e7baf0a61c793855af92da.wav,30.0,0.24,,
default_14_18mo_42_001775__d3dcb9064d5c004bf6e5ddaa48caf065.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001776__7571958f2e5309d185c38d2497054e3c.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001777__f565f2cfb06fe7efe5812a2bdcf02c52.wav,30.0,0.24,0.27,1.0
default_14_18mo_42_001778__7e283e03a343590eee9f20bacb55492a.wav,30.0,0.24,0.3,2.0
default_14_18mo_42_001779__821d7cfb87d963a543d10de21605b5e4.wav,30.0,0.24,0.29,1.0
default_14_18mo_42_001780__3509a5d63483de34e389d6199a097a74.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001781__97bc82ee70a984b777ad9f2b0822b293.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001782__7936a191845330d1f4d415cdd5f34c73.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001783__4c4218fd5b6cbd5a2152601f8837bd8c.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001784__c4fea32c8b5cbd354a83f7798625e7a4.wav,30.0,0.24,,
default_14_18mo_42_001785__7a1cb2a16000b42caa6a0f7fc5a4ba63.wav,30.0,0.24,0.28,2.0
default_14_18mo_42_001786__9537d52151412e22af3d71522b0b30f1.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001787__4be464c36866c1c6dfb3210f5305c2b4.wav,30.0,0.24,0.28,2.0
default_14_18mo_42_001788__a28dba347d1492dabc254620c58205cf.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001789__320964175966a78527a21eda52527c6f.wav,30.0,0.24,,
default_14_18mo_42_001790__e162be7093fe88aa90324eaf2aa02520.wav,30.0,0.24,0.29,2.0
default_14_18mo_42_001791__cbb6a55ccf7f8f338b548d3235e872ac.wav,30.0,0.24,0.33,6.0
default_14_18mo_42_001792__1bc87fb6980f7dc62a59d54cbe3ded3a.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001793__9ead06e86f49ee97920307b2644b56e9.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001794__03ffddd23e3f456a70661440d32346fb.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001795__db198fe80f93df5de0b657b5b5a4a9f6.wav,30.0,0.24,,
default_14_18mo_42_001796__5b0bb1f9d57d84aa82cd9194d0edbb80.wav,30.0,0.24,0.29,2.0
default_14_18mo_42_001798__d0c4c2179ba2e6f4e0756a51d120422a.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001799__fa2b1a0151e7d8f57a3195bd597caccd.wav,30.0,0.24,,
default_14_18mo_42_001800__8135768b84dad91f2c6ca02002155593.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001802__59b46f54159bdd5d06d792f134749261.wav,30.0,0.24,,
default_14_18mo_42_001803__2b3d6f69aa01f62b509d9d8125dafeab.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001804__44712d528efdb6f298261255821efdda.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001805__28c2e9d75aa4222d0eb57be62d4f1ec5.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001806__b1e498a4507f77fa55d37b9de415d64c.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001807__19050af652c0cb8543e0308202a9491a.wav,30.0,0.24,,
default_14_18mo_42_001808__4fb11ec8053a1fdc1c98bebcadeb1890.wav,30.0,0.24,,
default_14_18mo_42_001809__342232e56e666ea2fa27862dc15d4df1.wav,30.0,0.24,0.31,3.0
default_14_18mo_42_001810__5687eee46d8b165ba15a38531f1cea0c.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001811__f2fabc5ed2ed1c0b3022b12fd0c852eb.wav,30.0,0.24,0.29,1.0
default_14_18mo_42_001812__7e7d9a8666ada2f376fd3415c804da00.wav,30.0,0.24,,
default_14_18mo_42_001813__e081c3dc1465082125401e374947ddb5.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001814__58c986a79b50e65416d279e1108cf211.wav,30.0,0.24,0.29,3.0
default_14_18mo_42_001815__1516d26d8a78d6bad73b7400690d567d.wav,30.0,0.24,0.27,2.0
default_14_18mo_42_001816__cde7fc223665bc4533203fc9f3a41b2d.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001817__8efb1a1da0cd41cbbfb6492273dcaed0.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001818__6672aefe4f34a738dc0eabb0500f5059.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001819__98c28627e1c07625c9da90e86d214fbb.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_001820__2e69d52ca09c88c0050c583dc77bf9a5.wav,30.0,0.24,0.26,1.0
default_14_18mo_42_001821__3d415efb397016d1d72f6d233c259e91.wav,30.0,0.24,0.28,2.0
default_14_18mo_42_001822__27a8262e5746bf1497433005a079b838.wav,30.0,0.24,0.3,1.0
default_14_18mo_42_001823__43f49512fae4608f3b8e765f26f28188.wav,30.0,0.24,,
default_14_18mo_42_001824__d4c4306fc2965e9036c844dfbc396f44.wav,30.0,0.24,0.31,1.0
default_14_18mo_42_001825__802ced86c8bc3124f3efe830e27efcd4.wav,30.0,0.24,0.0,0.0
